Дата,Выявлено всего,Заражений за день,Выздоровлений,Выздоровлений за день,Смертей за день,Смертей,"Летальность, %",% Выздоровлений,% Смертей,% прирост,Выздоровевших и умерших,Характерстика ДБ
2020-11-17,1971013,22410,1475904,22055,442,33931,1.72,0.015170076122073215,0.01319836364179272,0.011500546801990865,1509835,23.0
2020-11-18,1991998,20985,1501083,25179,456,34387,1.73,0.017060052686353574,0.013439038047802887,0.010646809533980672,1535470,22.0
2020-11-19,2015608,23610,1526656,25573,463,34850,1.73,0.01703636641011852,0.013464390612731636,0.011852421538575795,1561506,22.0
2020-11-20,2039926,24318,1551414,24758,461,35311,1.73,0.01621714387524098,0.013228120516499242,0.012064845942266532,1586725,21.0
2020-11-21,2064748,24822,1577435,26021,467,35778,1.73,0.01677244114079146,0.013225340545439002,0.012168088450267291,1613213,21.0
2020-11-22,2089329,24581,1595443,18008,401,36179,1.73,0.01141600129323872,0.011208004919224024,0.011905084785165164,1631622,21.0
2020-11-23,2114502,25173,1611445,16002,361,36540,1.73,0.010029816170179728,0.009978164128361831,0.012048365767191259,1647985,21.0
2020-11-24,2138828,24326,1634671,23226,491,37031,1.73,0.01441315092975559,0.013437328954570392,0.011504363675229444,1671702,21.0
2020-11-25,2162503,23675,1660419,25748,507,37538,1.74,0.015751181736263664,0.01369123167076225,0.011069146280112241,1697957,20.0
2020-11-26,2187990,25487,1685492,25073,524,38062,1.74,0.015100405379605997,0.013959188022803605,0.011785879603404048,1723554,20.0
2020-11-27,2215533,27543,1712174,26682,496,38558,1.74,0.015830392550068458,0.013031369870211806,0.012588265942714559,1750732,20.0
2020-11-28,2242633,27100,1739470,27296,510,39068,1.74,0.01594230492928883,0.013226827117589046,0.012231819611804529,1778538,19.0
2020-11-29,2269316,26683,1761457,21987,459,39527,1.74,0.01264005702886517,0.011748745776594571,0.011898068029855937,1800984,19.0
2020-11-30,2295654,26338,1778704,17247,368,39895,1.74,0.00979132615783418,0.00931009183596032,0.011606140352423466,1818599,19.0
2020-12-01,2322056,26402,1803467,24763,569,40464,1.74,0.013921934172296258,0.014262438902117982,0.01150086206370826,1843931,19.0
2020-12-02,2347401,25345,1830349,26882,589,41053,1.75,0.01490573434390541,0.01455614867536581,0.010914896109309956,1871402,19.0
2020-12-03,2375546,28145,1859851,29502,554,41607,1.75,0.0161182375601594,0.01349475068813488,0.011989856015226952,1901458,19.0
2020-12-04,2402949,27403,1888752,28901,569,42176,1.76,0.01553941686726512,0.013675583435479588,0.011535453323151756,1930928,18.0
2020-12-05,2431731,28782,1916396,27644,508,42684,1.76,0.014636119511719947,0.012044764795144049,0.011977782299998907,1959080,18.0
2020-12-06,2460770,29039,1937738,21342,457,43141,1.75,0.011136529193340072,0.010706587948645874,0.011941699143531936,1980879,18.0
2020-12-07,2488912,28142,1956588,18850,456,43597,1.75,0.009727837303082243,0.010569991423471814,0.011436257756718415,2000185,18.0
2020-12-08,2515009,26097,1981526,24938,562,44159,1.76,0.01274565723596388,0.012890795238204468,0.010485304422173323,2025685,18.0
2020-12-09,2541199,26190,2007792,26266,559,44718,1.76,0.0132554405039349,0.01265880115038831,0.010413481621735832,2052510,18.0
2020-12-10,2569126,27927,2033669,25877,562,45280,1.76,0.012888287232940554,0.012567646138020416,0.010989694234886828,2078949,18.0
2020-12-11,2597711,28585,2059840,26171,613,45893,1.77,0.012868859189966608,0.0135379858657243,0.011126351918901543,2105733,18.0
2020-12-12,2625848,28137,2085958,26118,560,46453,1.77,0.012679625601988542,0.012202296646547373,0.010831458926724435,2132411,18.0
2020-12-13,2653928,28080,2106235,20277,488,46941,1.77,0.009720713456359055,0.010505241857361236,0.010693688286603107,2153176,18.0
2020-12-14,2681256,27328,2124797,18562,450,47391,1.77,0.008812881753460509,0.009586502204895542,0.010297189675077869,2172188,18.0
2020-12-15,2707945,26689,2149610,24813,577,47968,1.77,0.011677821457767523,0.01217530754784657,0.009953917119439605,2197578,18.0
2020-12-16,2734454,26509,2176100,26490,596,48564,1.78,0.01232316559748048,0.01242494996664445,0.009789342102590748,2224664,18.0
2020-12-17,2762668,28214,2202540,26440,587,49151,1.78,0.012150176922016476,0.012087142739477752,0.01031796475640112,2251691,18.0
2020-12-18,2791220,28552,2228633,26093,611,49762,1.78,0.011846776903030154,0.012431079733881356,0.010334937097038031,2278395,18.0
2020-12-19,2819429,28209,2254742,26109,585,50347,1.79,0.0117152532516569,0.0117559583618021,0.01010633343125944,2305089,18.0
2020-12-20,2848377,28948,2275657,20915,511,50858,1.79,0.009276005857876468,0.01014956203944628,0.010267327178659302,2326515,18.0
2020-12-21,2877727,29350,2295362,19705,493,51351,1.78,0.008659037807543069,0.009693656848480005,0.010304113535532622,2346713,19.0
2020-12-22,2906503,28776,2319520,24158,561,51912,1.79,0.010524701550343796,0.010924811590816041,0.009999558679471663,2371432,19.0
2020-12-23,2933753,27250,2343967,24447,549,52461,1.79,0.010539680623577352,0.010575589459084656,0.009375527911032577,2396428,19.0
2020-12-24,2963688,29935,2370857,26890,635,53096,1.79,0.011472004512008915,0.012104229808810318,0.010203653818164016,2423953,19.0
2020-12-25,2992706,29018,2398254,27397,563,53659,1.79,0.011555737018301926,0.01060343528702723,0.0097911790984746,2451913,19.0
2020-12-26,3021964,29258,2426439,28185,567,54226,1.79,0.011752299798103216,0.010566726923721959,0.009776436442470391,2480665,19.0
2020-12-27,3050248,28284,2450829,24390,552,54778,1.8,0.010051767219369623,0.010179618633127996,0.009359476155242021,2505607,19.0
2020-12-28,3078035,27787,2471309,20480,487,55265,1.8,0.008356356155406974,0.008890430464785215,0.009109751075978112,2526574,19.0
2020-12-29,3105037,27002,2496183,24874,562,55827,1.8,0.010065111242665292,0.010169184836695822,0.008772479845095882,2552010,19.0
2020-12-30,3131550,26513,2525418,29235,599,56426,1.8,0.011711881700981142,0.010729575295108209,0.008538706624107828,2581844,19.0
2020-12-31,3159297,27747,2554340,28922,593,57019,1.8,0.011452361549652457,0.010509339666111341,0.008860468458111725,2611359,19.0
2021-01-01,3186336,27039,2580138,25798,536,57555,1.81,0.010099673496871908,0.009400375313491915,0.008558549576060727,2637693,19.0
2021-01-02,3212637,26301,2599035,18897,447,58002,1.81,0.007324026854377497,0.007766484232473392,0.008254308396854482,2657037,19.0
2021-01-03,3236787,24150,2618882,19847,504,58506,1.81,0.0076362957790103705,0.008689355539464259,0.007517189150221482,2677388,20.0
2021-01-04,3260138,23351,2640036,21154,482,58988,1.81,0.008077492609441794,0.008238471267904224,0.007214252899557572,2699024,20.0
2021-01-05,3284384,24246,2662668,22632,518,59506,1.81,0.00857261037349488,0.008781447073981097,0.007437108490499389,2722174,20.0
2021-01-06,3308601,24217,2685723,23055,445,59951,1.81,0.008658608583571148,0.007478237488656614,0.0073733765601098344,2745674,20.0
2021-01-07,3332142,23541,2709452,23729,506,60457,1.81,0.008835237289921638,0.008440226184717625,0.007115091846977117,2769909,20.0
2021-01-08,3355794,23652,2731129,21677,454,60911,1.82,0.008000510804398786,0.00750946954033438,0.0070981368741187545,2792040,20.0
2021-01-09,3379103,23309,2754809,23680,470,61381,1.82,0.008670407000181957,0.007716176060153401,0.006945897155784975,2816190,21.0
2021-01-10,3401954,22851,2778889,24080,456,61837,1.82,0.008741077875090486,0.007429008976719277,0.006762445536581785,2840726,21.0
2021-01-11,3425269,23315,2800675,21786,436,62273,1.82,0.007839823756904396,0.007050794831573227,0.006853414243696454,2862948,21.0
2021-01-12,3448203,22934,2825430,24755,531,62804,1.82,0.008838940612530877,0.008526969954876007,0.006695532526058479,2888234,21.0
2021-01-13,3471053,22850,2854088,28658,566,63370,1.83,0.010142880906623077,0.00901216483026568,0.006626640020903629,2917458,21.0
2021-01-14,3495816,24763,2882044,27956,570,63940,1.83,0.00979507289193604,0.008994792488559167,0.0071341463238965295,2945984,21.0
2021-01-15,3520531,24715,2909680,27636,555,64495,1.83,0.009589027787223259,0.008680012511729673,0.0070698801081063856,2974175,21.0
2021-01-16,3544623,24092,2936991,27311,590,65085,1.84,0.00938625553325445,0.009147995968679769,0.0068432858565938845,3002076,21.0
2021-01-17,3568209,23586,2960431,23440,481,65566,1.84,0.007980957381210851,0.007390335714834384,0.006654022162582596,3025997,21.0
2021-01-18,3591066,22857,2978764,18333,471,66037,1.84,0.00619267937675283,0.007183601256748996,0.006405734641664829,3044801,22.0
2021-01-19,3612800,21734,3002026,23262,586,66623,1.84,0.007809279284965109,0.008873813165346744,0.006052241869127339,3068649,22.0
2021-01-20,3633952,21152,3027316,25290,597,67220,1.85,0.008424310782118472,0.008960869369436962,0.005854738706820185,3094536,22.0
2021-01-21,3655839,21887,3054218,26902,612,67832,1.86,0.008886419521450641,0.00910443320440346,0.006022919400146209,3122050,22.0
2021-01-22,3677352,21513,3081536,27318,580,68412,1.86,0.008944351712942611,0.008550536619884364,0.005884558920674632,3149948,22.0
2021-01-23,3698273,20921,3109315,27779,559,68971,1.86,0.009014660221396076,0.008171081096883581,0.005689148060887384,3178286,22.0
2021-01-24,3719400,21127,3131760,22445,491,69462,1.87,0.0072186317565123845,0.007118934044743508,0.005712666425653268,3201222,22.0
2021-01-25,3738690,19290,3150763,19003,456,69918,1.87,0.006067834061358468,0.006564740433618432,0.0051863203742539285,3220681,22.0
2021-01-26,3756931,18241,3174561,23798,564,70482,1.88,0.007553091108407628,0.008066592293829887,0.004878981675399574,3245043,22.0
2021-01-27,3774672,17741,3202483,27922,594,71076,1.88,0.008795546848839875,0.00842768366391411,0.004722205438428384,3273559,22.0
2021-01-28,3793810,19138,3229258,26775,575,71651,1.89,0.008360700119251163,0.008089931903877634,0.005070109402883327,3300909,22.0
2021-01-29,3813048,19238,3255462,26204,534,72185,1.89,0.008114557585674477,0.007452792005694375,0.005070891794792143,3327647,22.0
2021-01-30,3832080,19032,3279964,24502,512,72697,1.9,0.0075264278925695205,0.007092886333725845,0.004991282564499544,3352661,22.0
2021-01-31,3850439,18359,3300004,20040,485,73182,1.9,0.006109823156595695,0.006671527023123458,0.004790870754264097,3373186,22.0
2021-02-01,3868087,17648,3318173,18169,437,73619,1.9,0.005505750902120132,0.005971413735618159,0.004583373480270714,3391792,22.0
2021-02-02,3884730,16643,3340545,22372,539,74158,1.91,0.006742264493141192,0.0073214795093656795,0.004302643658221861,3414703,22.0
2021-02-03,3901204,16474,3365367,24822,526,74684,1.91,0.0074305240611936,0.0070929636721595015,0.004240706561331242,3440051,22.0
2021-02-04,3917918,16714,3389913,24546,521,75205,1.92,0.007293706748773721,0.006976059129130796,0.004284318379659258,3465118,22.0
2021-02-05,3934606,16688,3413495,23582,527,75732,1.92,0.006956520713068404,0.007007512798351101,0.004259405122822857,3489227,22.0
2021-02-06,3951233,16627,3436326,22831,497,76229,1.93,0.0066884527441815065,0.006562615539005946,0.004225836081173107,3512555,22.0
2021-02-07,3967281,16048,3456210,19884,432,76661,1.93,0.005786412581344047,0.0056671345550904926,0.004061516999883219,3532871,22.0
2021-02-08,3983197,15916,3472091,15881,407,77068,1.93,0.004594917554199496,0.005309088063030654,0.0040118156490553955,3549159,22.0
2021-02-09,3998216,15019,3493886,21795,530,77598,1.94,0.006277197227837704,0.006877043649763825,0.00377058930301466,3571484,22.0
2021-02-10,4012710,14494,3516461,22575,536,78134,1.95,0.006461286945252276,0.006907394520477394,0.003625116802093764,3594595,22.0
2021-02-11,4027748,15038,3538422,21961,553,78687,1.95,0.006245199363792198,0.0070775846622468394,0.003747592026336344,3617109,22.0
2021-02-12,4042837,15089,3559142,20720,507,79194,1.96,0.005855717605192322,0.0064432498379656256,0.003746262179262549,3638336,22.0
2021-02-13,4057698,14861,3577907,18765,502,79696,1.96,0.005272338108454289,0.006338864055357663,0.00367588403885688,3657603,22.0
2021-02-14,4071883,14185,3593101,15194,430,80126,1.97,0.0042466168069768,0.0053955029110619454,0.003495824479791354,3673227,23.0
2021-02-15,4086090,14207,3607036,13935,394,80520,1.97,0.0038782655984344046,0.004917255322866465,0.0034890491696348835,3687556,23.0
2021-02-16,4099323,13233,3624663,17627,459,80979,1.98,0.0048868378358297715,0.005700447093889728,0.003238548343281744,3705642,23.0
2021-02-17,4112151,12828,3642582,17919,467,81446,1.98,0.004943632001099153,0.005766927228046725,0.003129297203465109,3724028,23.0
2021-02-18,4125598,13447,3661312,18730,480,81926,1.99,0.005141956996438157,0.005893475431574258,0.003270064742272316,3743238,23.0
2021-02-19,4139031,13433,3679949,18637,470,82396,1.99,0.0050902518004474215,0.005736884505529449,0.003256012825292309,3762345,23.0
2021-02-20,4151984,12953,3697433,17484,480,82876,2.0,0.00475115280130245,0.0058255255109471715,0.003129476440258516,3780309,23.0
2021-02-21,4164726,12742,3713445,16012,417,83293,2.0,0.004330572048229175,0.00503161349485981,0.003068894292463486,3796738,23.0
2021-02-22,4177330,12604,3726388,12943,337,83630,2.0,0.003485442762717561,0.004045958243789949,0.0030263695618870656,3810018,24.0
2021-02-23,4189153,11823,3739344,12956,417,84047,2.01,0.00347682527960047,0.004986248953724681,0.0028302767557266684,3823391,24.0
2021-02-24,4200902,11749,3751562,12218,383,84430,2.01,0.003267418028402913,0.004556974074030107,0.002804624228334385,3835992,24.0
2021-02-25,4212100,11198,3767664,16102,446,84876,2.02,0.004292078872746964,0.005282482529906485,0.0026656180029906995,3852540,24.0
2021-02-26,4223186,11086,3783386,15722,428,85304,2.02,0.0041728774115739045,0.005042650454781139,0.0026319413119346713,3868690,24.0
2021-02-27,4234720,11534,3799406,16020,439,85743,2.02,0.004234302289007674,0.005146300290725048,0.002731113429529364,3885149,24.0
2021-02-28,4246079,11359,3811797,12391,379,86122,2.03,0.003261299266253737,0.0044201859043886405,0.002682349718517329,3897919,25.0
2021-03-01,4257650,11571,3823074,11277,333,86455,2.03,0.0029584471576005193,0.003866607835396385,0.002725102382692413,3909529,25.0
2021-03-02,4268215,10565,3838040,14966,441,86896,2.04,0.003914650880417092,0.005100919553524985,0.0024814158044930146,3924936,25.0
2021-03-03,4278750,10535,3853734,15694,452,87348,2.04,0.004089066294254318,0.005201620327748069,0.0024682449220576608,3941082,25.0
2021-03-04,4290135,11385,3869857,16123,475,87823,2.05,0.004183734528641514,0.005438018042771553,0.0026608238387380023,3957680,25.0
2021-03-05,4301159,11024,3885321,15464,462,88285,2.05,0.0039960132893799285,0.0052605809412114,0.0025696161076516066,3973606,25.0
2021-03-06,4312181,11022,3900348,15027,441,88726,2.06,0.0038676341028192063,0.004995186045194444,0.002562565113263693,3989074,25.0
2021-03-07,4322776,10595,3911924,11576,368,89094,2.06,0.002967940296609406,0.004147600477875768,0.0024569933404929856,4001018,25.0
2021-03-08,4333029,10253,3922246,10322,379,89473,2.06,0.002638599318391721,0.004253934047186103,0.002371855492859121,4011719,26.0
2021-03-09,4342474,9445,3932177,9931,336,89809,2.07,0.002531967653227163,0.003755322834821717,0.0021797684714319754,4021986,26.0
2021-03-10,4351553,9079,3945527,13350,466,90275,2.07,0.0033950658884378537,0.005188789542250882,0.0020907436636350423,4035802,26.0
2021-03-11,4360823,9270,3959533,14006,459,90734,2.08,0.003549842644594792,0.005084464137357969,0.0021302739504724943,4050267,26.0
