"DateTime";"Заражений";"Заражений за день";"Выздоровлений";"Выздоровлений за день";"Смертей за день";"Смертей";"Летальность, %"
2022-10-15 00:00:00;21292200;13384;20585404;26130;98;388807;1.83
2022-10-16 00:00:00;21304554;12354;20603845;18441;94;388901;1.83
2022-10-17 00:00:00;21314957;10403;20618358;14513;92;388993;1.82
2022-10-18 00:00:00;21324431;9474;20638610;20252;91;389084;1.82
2022-10-19 00:00:00;21335087;10656;20659469;20859;92;389176;1.82
2022-10-20 00:00:00;21345154;10067;20677821;18352;90;389266;1.82
2022-10-21 00:00:00;21354915;9761;20693493;15672;93;389359;1.82
2022-10-22 00:00:00;21364263;9348;20708528;15035;90;389449;1.82
2022-10-23 00:00:00;21372935;8672;20719106;10578;88;389537;1.82
2022-10-24 00:00:00;21380264;7329;20727435;8329;89;389626;1.82
2022-10-25 00:00:00;21386842;6578;20740347;12912;84;389710;1.82
2022-10-26 00:00:00;21394360;7518;20751864;11517;80;389790;1.82
2022-10-27 00:00:00;21402209;7849;20763904;12040;82;389872;1.82
2022-10-28 00:00:00;21409815;7606;20775589;11685;78;389950;1.82
2022-10-29 00:00:00;21416922;7107;20787116;11527;79;390029;1.82
2022-10-30 00:00:00;21423725;6803;20796124;9008;75;390104;1.82
2022-10-31 00:00:00;21429506;5781;20803197;7073;71;390175;1.82
2022-11-01 00:00:00;21434758;5252;20812505;9308;72;390247;1.82
2022-11-02 00:00:00;21441143;6385;20822746;10241;68;390315;1.82
2022-11-03 00:00:00;21447518;6375;20832520;9774;73;390388;1.82
2022-11-04 00:00:00;21453667;6149;20841779;9259;71;390459;1.82
2022-11-05 00:00:00;21459284;5617;20849598;7819;67;390526;1.82
2022-11-06 00:00:00;21463850;4566;20855333;5735;62;390588;1.82
2022-11-07 00:00:00;21468271;4421;20860277;4944;61;390649;1.82
2022-11-08 00:00:00;21472591;4320;20868400;8123;63;390712;1.82
2022-11-09 00:00:00;21477926;5335;20876892;8492;62;390774;1.82
2022-11-10 00:00:00;21483520;5594;20884515;7623;61;390835;1.82
2022-11-11 00:00:00;21489074;5554;20890728;6213;67;390902;1.82
2022-11-12 00:00:00;21494588;5514;20896445;5717;62;390964;1.82
2022-11-13 00:00:00;21499952;5364;20901517;5072;60;391024;1.82
2022-11-14 00:00:00;21504530;4578;20905977;4460;61;391085;1.82
2022-11-15 00:00:00;21508961;4431;20912331;6354;64;391149;1.82
2022-11-16 00:00:00;21514341;5380;20919237;6906;63;391212;1.82
2022-11-17 00:00:00;21520021;5680;20925972;6735;61;391273;1.82
2022-11-18 00:00:00;21525567;5546;20932860;6888;60;391333;1.82
2022-11-19 00:00:00;21531012;5445;20939481;6621;62;391395;1.82
2022-11-20 00:00:00;21536229;5217;20943924;4443;59;391454;1.82
2022-11-21 00:00:00;21540891;4662;20948088;4164;55;391509;1.82
2022-11-22 00:00:00;21545351;4460;20954532;6444;59;391568;1.82
2022-11-23 00:00:00;21550982;5631;20961317;6785;54;391622;1.82
2022-11-24 00:00:00;21556766;5784;20967429;6112;58;391680;1.82
2022-11-25 00:00:00;21562758;5992;20972766;5337;56;391736;1.82
2022-11-26 00:00:00;21568846;6088;20977854;5088;53;391789;1.82
2022-11-27 00:00:00;21574764;5918;20982028;4174;51;391840;1.82
2022-11-28 00:00:00;21579812;5048;20986290;4262;50;391890;1.82
2022-11-29 00:00:00;21584740;4928;20992153;5863;53;391943;1.82
2022-11-30 00:00:00;21590828;6088;20997710;5557;59;392002;1.82
2022-12-01 00:00:00;21597613;6785;21003575;5865;58;392060;1.82
2022-12-02 00:00:00;21604334;6721;21009259;5684;57;392117;1.81
2022-12-03 00:00:00;21611003;6669;21014391;5132;59;392176;1.81
2022-12-04 00:00:00;21617601;6598;21018980;4589;55;392231;1.81
2022-12-05 00:00:00;21623268;5667;21023627;4647;52;392283;1.81
2022-12-06 00:00:00;21628829;5561;21030317;6690;59;392342;1.81
2022-12-07 00:00:00;21635764;6935;21037111;6794;58;392400;1.81
2022-12-08 00:00:00;21643194;7430;21043426;6315;54;392454;1.81
2022-12-09 00:00:00;21650659;7465;21049420;5994;52;392506;1.81
2022-12-10 00:00:00;21658056;7397;21055866;6446;54;392560;1.81
2022-12-11 00:00:00;21665152;7096;21061584;5718;51;392611;1.81
2022-12-12 00:00:00;21671528;6376;21066616;5032;50;392661;1.81
2022-12-13 00:00:00;21677505;5977;21073454;6838;59;392720;1.81
2022-12-14 00:00:00;21685037;7532;21081129;7675;55;392775;1.81
2022-12-15 00:00:00;21692870;7833;21088668;7539;57;392832;1.81
2022-12-16 00:00:00;21701321;8451;21096061;7393;59;392891;1.81
2022-12-17 00:00:00;21708852;7531;21103330;7269;58;392949;1.81
2022-12-18 00:00:00;21716074;7222;21109668;6338;51;393000;1.81
2022-12-19 00:00:00;21722415;6341;21115232;5564;50;393050;1.81
2022-12-20 00:00:00;21728409;5994;21123341;8109;57;393107;1.81
2022-12-21 00:00:00;21735851;7442;21131700;8359;59;393166;1.81
2022-12-22 00:00:00;21743302;7451;21140943;9243;54;393220;1.81
2022-12-23 00:00:00;21750711;7409;21149218;8275;57;393277;1.81
2022-12-24 00:00:00;21757697;6986;21157222;8004;54;393331;1.81
2022-12-25 00:00:00;21764292;6595;21163398;6176;52;393383;1.81
2022-12-26 00:00:00;21769627;5335;21168975;5577;50;393433;1.81
2022-12-27 00:00:00;21774824;5197;21176667;7692;59;393492;1.81
2022-12-28 00:00:00;21781026;6202;21184777;8110;56;393548;1.81
2022-12-29 00:00:00;21787172;6146;21192592;7815;56;393604;1.81
2022-12-30 00:00:00;21792982;5810;21200287;7695;50;393654;1.81
2022-12-31 00:00:00;21798509;5527;21207802;7515;58;393712;1.81
2023-01-01 00:00:00;21803547;5038;21213085;5283;50;393762;1.81
2023-01-02 00:00:00;21807431;3884;21217574;4489;43;393805;1.81
2023-01-03 00:00:00;21810511;3080;21223056;5482;48;393853;1.81
2023-01-04 00:00:00;21813839;3328;21227998;4942;45;393898;1.81
2023-01-05 00:00:00;21817113;3274;21232717;4719;47;393945;1.81
2023-01-06 00:00:00;21820552;3439;21237402;4685;41;393986;1.81
2023-01-07 00:00:00;21823855;3303;21241865;4463;49;394035;1.81
2023-01-08 00:00:00;21826982;3127;21245559;3694;45;394080;1.81
2023-01-09 00:00:00;21829736;2754;21248549;2990;41;394121;1.81
2023-01-10 00:00:00;21832768;3032;21253611;5062;47;394168;1.81
2023-01-11 00:00:00;21836969;4201;21258733;5122;46;394214;1.81
2023-01-12 00:00:00;21841644;4675;21263274;4541;48;394262;1.81
2023-01-13 00:00:00;21846722;5078;21267545;4271;47;394309;1.8
